Gender,Ever_Married,Graduated,Profession,Spending_Score,Var_1,Age,Work_Experience,Family_Size
Male,Yes,No,Executive,High,Cat_6,68,1.0,7.0
Female,Yes,Yes,Doctor,Average,Cat_6,37,8.0,1.0
Female,Yes,No,Engineer,Low,Cat_6,45,2.0,2.0
Female,No,No,Healthcare,Low,Cat_4,18,5.0,2.0
Female,No,No,Healthcare,Low,Cat_6,32,0.0,4.0
Male,No,No,Healthcare,Low,Cat_4,19,1.0,5.0
Male,Yes,Yes,Lawyer,High,Cat_6,86,1.0,2.0
Female,Yes,No,Artist,High,Cat_2,27,6.0,5.0
Male,No,Yes,Healthcare,Low,Cat_6,30,3.0,4.0
Male,No,Yes,Artist,Low,Cat_6,45,9.0,1.0
Male,No,No,Healthcare,Low,Cat_3,23,0.0,4.0
Male,Yes,No,Executive,Low,Cat_6,83,0.0,7.0
Female,No,No,Healthcare,Low,Cat_4,20,0.0,5.0
Male,No,Yes,Artist,Low,Cat_3,38,0.0,1.0
Male,Yes,No,Executive,Average,Cat_6,63,0.0,3.0
Female,No,No,Artist,Low,Cat_4,36,1.0,2.0
Female,Yes,Yes,Homemaker,Low,Cat_4,36,9.0,2.0
Male,Yes,No,Lawyer,High,Cat_3,83,0.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,37,0.0,3.0
Female,Yes,Yes,Artist,High,Cat_6,62,1.0,3.0
Female,Yes,Yes,Homemaker,Average,Cat_3,61,1.0,2.0
Female,Yes,Yes,Engineer,Average,Cat_5,40,1.0,4.0
Female,No,No,Doctor,Low,Cat_6,18,1.0,4.0
Male,Yes,Yes,Artist,Low,Cat_3,43,1.0,2.0
Female,No,Yes,Artist,Low,Cat_6,33,9.0,1.0
Male,Yes,Yes,Lawyer,High,Cat_6,60,1.0,1.0
Male,No,Yes,Artist,Low,Cat_6,40,6.0,2.0
Female,Yes,Yes,Engineer,Low,Cat_3,27,4.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,56,5.0,4.0
Female,No,Yes,Homemaker,Low,Cat_6,85,4.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,59,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,51,6.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,32,9.0,3.0
Male,Yes,No,Engineer,Average,Cat_4,25,1.0,3.0
Male,Yes,No,Lawyer,High,Cat_6,77,1.0,2.0
Male,No,Yes,Artist,Low,Cat_6,26,10.0,5.0
Male,Yes,Yes,Executive,High,Cat_6,41,1.0,5.0
Male,Yes,Yes,Lawyer,High,Cat_4,66,1.0,2.0
Female,No,Yes,Artist,Low,Cat_6,45,1.0,1.0
Female,No,Yes,Healthcare,Low,Cat_6,38,0.0,2.0
Female,No,No,Healthcare,Low,Cat_6,22,0.0,4.0
Female,Yes,Yes,Artist,High,Cat_6,37,8.0,2.0
Male,Yes,No,Executive,High,Cat_6,39,2.0,5.0
Female,No,Yes,Doctor,Low,Cat_2,37,5.0,1.0
Male,No,No,Healthcare,Low,Cat_6,22,0.0,3.0
Male,Yes,No,Executive,High,Cat_6,37,9.0,6.0
Male,No,No,Healthcare,Low,Cat_2,27,1.0,3.0
Male,Yes,Yes,Doctor,High,Cat_6,69,0.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,45,6.0,4.0
Female,Yes,Yes,Entertainment,High,Cat_6,49,1.0,1.0
Male,Yes,Yes,Artist,Average,Cat_2,55,8.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,39,0.0,3.0
Male,No,No,Marketing,Low,Cat_6,29,1.0,2.0
Male,No,No,Entertainment,Low,Cat_4,29,1.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,48,1.0,2.0
Female,Yes,Yes,Doctor,Low,Cat_6,50,1.0,2.0
Male,Yes,No,Lawyer,Low,Cat_6,82,1.0,1.0
Female,No,No,Healthcare,Low,Cat_4,21,0.0,2.0
Male,Yes,No,Lawyer,High,Cat_6,81,1.0,2.0
Female,No,Yes,Artist,Low,Cat_6,38,1.0,3.0
Male,No,Yes,Artist,Low,Cat_6,35,3.0,1.0
Female,Yes,No,Lawyer,Average,Cat_6,82,0.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,53,4.0,3.0
Male,Yes,Yes,Healthcare,Low,Cat_4,37,0.0,7.0
Female,No,Yes,Artist,Low,Cat_3,41,2.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,68,1.0,1.0
Female,No,No,Lawyer,Low,Cat_6,82,0.0,3.0
Male,No,No,Artist,Low,Cat_5,33,5.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,28,2.0,3.0
Male,Yes,No,Entertainment,Low,Cat_3,26,2.0,4.0
Female,No,No,Executive,Low,Cat_6,29,8.0,3.0
Male,No,No,Healthcare,Low,Cat_6,18,7.0,4.0
Female,No,Yes,Entertainment,Low,Cat_6,38,0.0,1.0
Female,Yes,No,Lawyer,High,Cat_6,89,1.0,2.0
Female,Yes,Yes,Doctor,Low,Cat_4,52,1.0,3.0
Female,No,Yes,Engineer,Low,Cat_2,36,3.0,4.0
Female,Yes,Yes,Executive,High,Cat_6,53,0.0,4.0
Female,No,Yes,Artist,Low,Cat_6,29,14.0,2.0
Male,No,No,Healthcare,Low,Cat_4,19,0.0,5.0
Female,Yes,Yes,Doctor,Low,Cat_6,50,1.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,29,4.0,2.0
Female,Yes,Yes,Artist,Average,Cat_3,47,1.0,4.0
Female,No,No,Healthcare,Low,Cat_4,21,1.0,4.0
Male,No,Yes,Artist,Low,Cat_3,31,1.0,6.0
Female,Yes,No,Engineer,Low,Cat_6,73,1.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,50,0.0,3.0
Male,No,No,Executive,Low,Cat_3,26,2.0,2.0
Male,No,No,Healthcare,Low,Cat_1,22,1.0,3.0
Male,Yes,Yes,Healthcare,High,Cat_6,53,1.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,33,1.0,1.0
Male,No,Yes,Artist,Low,Cat_6,29,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,70,1.0,3.0
Male,No,Yes,Doctor,Low,Cat_6,33,0.0,2.0
Female,Yes,No,Engineer,Average,Cat_6,53,0.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,27,0.0,2.0
Male,Yes,No,Entertainment,Low,Cat_6,50,0.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_6,28,1.0,2.0
Male,No,Yes,Artist,Low,Cat_6,37,9.0,1.0
Female,Yes,Yes,Lawyer,Low,Cat_6,70,1.0,2.0
Male,Yes,No,Artist,Average,Cat_4,27,1.0,6.0
Female,Yes,Yes,Artist,Average,Cat_6,56,1.0,2.0
Female,Yes,No,Artist,High,Cat_4,50,9.0,2.0
Male,Yes,No,Entertainment,Low,Cat_4,27,0.0,1.0
Male,No,Yes,Marketing,Low,Cat_6,43,0.0,2.0
Female,No,Yes,Lawyer,Low,Cat_6,48,4.0,1.0
Male,No,Yes,Artist,Low,Cat_6,37,12.0,1.0
Male,No,No,Artist,Low,Cat_4,23,0.0,8.0
Male,No,No,Healthcare,Low,Cat_6,29,1.0,3.0
Male,No,Yes,Entertainment,Low,Cat_4,38,0.0,2.0
Male,Yes,No,Artist,Average,Cat_6,46,3.0,2.0
Male,No,No,Doctor,Low,Cat_6,33,2.0,4.0
Male,No,No,Healthcare,Low,Cat_2,32,1.0,4.0
Male,Yes,No,Doctor,Average,Cat_3,40,0.0,2.0
Male,No,Yes,Artist,Low,Cat_6,29,1.0,2.0
Female,Yes,No,Homemaker,Average,Cat_4,29,1.0,2.0
Female,Yes,No,Lawyer,High,Cat_6,74,1.0,2.0
Male,Yes,No,Executive,High,Cat_6,22,1.0,3.0
Male,Yes,Yes,Entertainment,Average,Cat_4,43,0.0,3.0
Female,No,Yes,Healthcare,Low,Cat_6,30,9.0,3.0
Female,Yes,Yes,Homemaker,Low,Cat_3,45,1.0,1.0
Male,No,No,Doctor,Low,Cat_3,30,1.0,4.0
Male,Yes,Yes,Entertainment,Low,Cat_6,52,1.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,48,8.0,4.0
Female,Yes,Yes,Artist,Low,Cat_6,50,1.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,56,1.0,1.0
Male,Yes,Yes,Doctor,High,Cat_3,60,1.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_6,53,3.0,2.0
Male,Yes,Yes,Healthcare,Average,Cat_6,33,0.0,2.0
Female,Yes,Yes,Artist,Average,Cat_3,45,1.0,4.0
Male,Yes,No,Artist,Average,Cat_3,43,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,39,7.0,2.0
Male,No,Yes,Artist,Low,Cat_6,43,1.0,1.0
Female,Yes,Yes,Marketing,Low,Cat_6,53,6.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_6,67,2.0,3.0
Female,Yes,Yes,Healthcare,High,Cat_6,35,9.0,3.0
Female,No,Yes,Doctor,Low,Cat_6,49,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_1,48,1.0,2.0
Male,No,No,Engineer,Low,Cat_4,26,0.0,4.0
Male,Yes,Yes,Executive,High,Cat_6,43,1.0,4.0
Male,No,Yes,Artist,Low,Cat_6,36,8.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,35,8.0,4.0
Female,No,Yes,Artist,Low,Cat_6,39,1.0,3.0
Female,No,Yes,Artist,Low,Cat_6,25,13.0,1.0
Male,Yes,No,Artist,Low,Cat_6,69,2.0,2.0
Male,No,No,Marketing,Low,Cat_2,21,0.0,4.0
Female,No,Yes,Artist,Low,Cat_6,40,1.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,66,0.0,3.0
Female,Yes,No,Lawyer,High,Cat_6,70,3.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,70,8.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,46,0.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,28,14.0,1.0
Male,No,No,Doctor,Low,Cat_3,42,0.0,1.0
Male,Yes,Yes,Lawyer,High,Cat_6,65,1.0,2.0
Male,No,No,Healthcare,Low,Cat_4,22,2.0,3.0
Female,Yes,Yes,Marketing,Low,Cat_6,37,9.0,1.0
Female,Yes,No,Healthcare,Low,Cat_6,21,1.0,4.0
Female,Yes,Yes,Artist,High,Cat_1,57,0.0,2.0
Female,No,Yes,Artist,Low,Cat_6,38,4.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,35,0.0,3.0
Male,Yes,No,Lawyer,Low,Cat_6,88,0.0,2.0
Female,No,No,Healthcare,Low,Cat_4,30,8.0,3.0
Female,Yes,No,Engineer,High,Cat_4,35,2.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,38,0.0,3.0
Female,Yes,Yes,Artist,Average,Cat_3,63,1.0,3.0
Female,No,No,Doctor,Low,Cat_6,33,1.0,2.0
Male,No,Yes,Doctor,Low,Cat_4,28,1.0,9.0
Male,Yes,Yes,Entertainment,Average,Cat_6,35,1.0,2.0
Male,No,No,Artist,Low,Cat_3,22,2.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,58,6.0,1.0
Male,Yes,Yes,Artist,Low,Cat_6,59,8.0,1.0
Female,No,Yes,Engineer,Low,Cat_6,25,8.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,70,1.0,2.0
Female,Yes,No,Engineer,Low,Cat_1,32,5.0,3.0
Male,Yes,Yes,Artist,Average,Cat_2,42,1.0,3.0
Male,Yes,No,Artist,Average,Cat_4,60,0.0,2.0
Male,No,No,Healthcare,Low,Cat_3,18,1.0,3.0
Male,No,Yes,Artist,Low,Cat_6,42,8.0,1.0
Female,No,No,Healthcare,Low,Cat_6,19,0.0,3.0
Male,Yes,No,Marketing,Low,Cat_4,35,0.0,3.0
Male,Yes,Yes,Entertainment,Low,Cat_6,37,11.0,6.0
Male,No,Yes,Healthcare,Low,Cat_6,30,0.0,1.0
Female,No,No,Healthcare,Low,Cat_7,32,0.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,45,9.0,2.0
Male,Yes,No,Doctor,Average,Cat_4,40,1.0,5.0
Female,Yes,Yes,Homemaker,High,Cat_6,25,1.0,2.0
Male,Yes,Yes,Entertainment,Low,Cat_6,55,1.0,3.0
Female,No,No,Healthcare,Low,Cat_3,18,1.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,26,0.0,5.0
Female,Yes,Yes,Artist,High,Cat_2,42,3.0,3.0
Female,No,Yes,Healthcare,Low,Cat_2,31,9.0,3.0
Male,Yes,Yes,Entertainment,Average,Cat_6,26,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,36,9.0,2.0
Female,Yes,No,Marketing,High,Cat_4,50,0.0,3.0
Male,Yes,No,Entertainment,Low,Cat_6,83,0.0,2.0
Female,Yes,Yes,Marketing,Average,Cat_6,56,0.0,2.0
Female,Yes,Yes,Engineer,Average,Cat_4,41,8.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,36,5.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_6,45,0.0,4.0
Male,No,No,Healthcare,Low,Cat_2,30,1.0,4.0
Male,Yes,Yes,Entertainment,Average,Cat_5,61,4.0,2.0
Male,No,Yes,Artist,Low,Cat_6,35,6.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,59,3.0,2.0
Male,No,No,Healthcare,Low,Cat_4,23,1.0,5.0
Female,Yes,Yes,Entertainment,Average,Cat_6,46,2.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,51,1.0,5.0
Female,No,No,Healthcare,Low,Cat_6,22,4.0,3.0
Male,No,No,Artist,Low,Cat_4,25,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,57,3.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_2,41,9.0,2.0
Female,Yes,Yes,Doctor,Low,Cat_6,41,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,31,1.0,4.0
Male,Yes,No,Executive,Low,Cat_6,40,4.0,2.0
Male,Yes,Yes,Artist,High,Cat_6,59,4.0,4.0
Female,Yes,No,Engineer,Average,Cat_4,39,9.0,6.0
Female,No,No,Healthcare,Low,Cat_6,33,8.0,4.0
Male,No,Yes,Healthcare,Low,Cat_6,27,0.0,2.0
Female,No,Yes,Entertainment,Low,Cat_4,39,1.0,2.0
Male,No,No,Artist,Low,Cat_6,41,5.0,2.0
Female,Yes,No,Engineer,Average,Cat_4,70,0.0,2.0
Female,Yes,Yes,Lawyer,Low,Cat_6,71,1.0,1.0
Female,No,No,Marketing,Low,Cat_3,41,1.0,2.0
Female,Yes,No,Doctor,Average,Cat_4,38,1.0,3.0
Female,Yes,Yes,Artist,High,Cat_3,60,0.0,2.0
Female,No,Yes,Entertainment,Low,Cat_6,40,0.0,1.0
Female,No,Yes,Artist,Low,Cat_6,51,0.0,1.0
Male,No,No,Healthcare,Low,Cat_4,19,1.0,6.0
Male,Yes,Yes,Lawyer,High,Cat_6,71,1.0,3.0
Male,No,Yes,Marketing,Low,Cat_6,42,1.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,79,1.0,2.0
Female,No,No,Artist,Low,Cat_6,41,0.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,52,1.0,3.0
Female,Yes,Yes,Lawyer,High,Cat_6,87,1.0,2.0
Male,No,No,Artist,Low,Cat_6,31,0.0,2.0
Female,No,Yes,Engineer,Low,Cat_6,31,9.0,3.0
Male,No,No,Doctor,Low,Cat_6,29,1.0,3.0
Male,Yes,No,Executive,High,Cat_6,41,0.0,3.0
Female,No,No,Engineer,Low,Cat_3,33,9.0,4.0
Male,Yes,Yes,Artist,Average,Cat_1,39,1.0,2.0
Male,Yes,No,Executive,High,Cat_6,46,6.0,6.0
Female,No,No,Lawyer,Low,Cat_6,22,8.0,1.0
Female,Yes,No,Lawyer,Average,Cat_6,60,1.0,3.0
Female,No,Yes,Doctor,Low,Cat_6,33,1.0,1.0
Female,No,No,Healthcare,Low,Cat_5,26,6.0,3.0
Female,No,Yes,Artist,Low,Cat_6,27,1.0,4.0
Female,No,Yes,Artist,Low,Cat_6,45,1.0,1.0
Male,Yes,Yes,Entertainment,Low,Cat_6,42,9.0,5.0
Male,Yes,No,Doctor,Average,Cat_4,41,1.0,2.0
Male,Yes,No,Artist,Average,Cat_6,38,1.0,3.0
Male,Yes,Yes,Executive,Average,Cat_6,52,1.0,6.0
Female,Yes,Yes,Artist,High,Cat_6,45,1.0,5.0
Male,Yes,No,Entertainment,Average,Cat_6,59,8.0,3.0
Female,No,Yes,Entertainment,Low,Cat_2,37,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,23,1.0,3.0
Female,Yes,Yes,Lawyer,High,Cat_6,86,0.0,2.0
Female,Yes,No,Doctor,High,Cat_4,32,1.0,6.0
Male,No,Yes,Engineer,Low,Cat_3,29,0.0,4.0
Male,Yes,Yes,Doctor,Low,Cat_6,53,1.0,2.0
Male,No,Yes,Healthcare,Low,Cat_6,31,14.0,4.0
Male,Yes,Yes,Lawyer,Low,Cat_2,84,1.0,2.0
Female,No,No,Doctor,Low,Cat_6,36,0.0,2.0
Female,No,No,Marketing,Low,Cat_3,25,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,19,0.0,4.0
Male,No,No,Healthcare,Low,Cat_6,21,0.0,4.0
Male,Yes,Yes,Entertainment,Low,Cat_6,41,1.0,2.0
Male,No,Yes,Healthcare,Low,Cat_6,28,1.0,4.0
Male,Yes,No,Lawyer,Low,Cat_6,47,0.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,36,1.0,2.0
Male,Yes,Yes,Healthcare,Low,Cat_6,57,1.0,3.0
Male,No,Yes,Entertainment,Low,Cat_5,31,1.0,2.0
Female,Yes,Yes,Homemaker,Average,Cat_6,25,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,43,3.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,30,1.0,1.0
Male,No,No,Healthcare,Low,Cat_4,23,0.0,5.0
Male,Yes,Yes,Artist,Low,Cat_6,40,6.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,36,1.0,5.0
Female,No,Yes,Healthcare,Low,Cat_6,27,1.0,4.0
Male,No,No,Healthcare,Low,Cat_2,21,1.0,5.0
Female,Yes,No,Lawyer,Low,Cat_4,68,1.0,2.0
Male,No,No,Doctor,Low,Cat_2,23,6.0,4.0
Male,Yes,Yes,Executive,High,Cat_6,41,1.0,4.0
Female,Yes,Yes,Entertainment,Average,Cat_6,51,5.0,2.0
Female,Yes,No,Marketing,Average,Cat_1,59,1.0,4.0
Female,No,Yes,Artist,Low,Cat_6,31,5.0,1.0
Male,No,No,Healthcare,Low,Cat_6,21,9.0,6.0
Male,Yes,Yes,Artist,Average,Cat_2,36,7.0,5.0
Female,No,No,Artist,Low,Cat_6,21,1.0,4.0
Female,Yes,No,Lawyer,High,Cat_3,72,0.0,7.0
Male,Yes,Yes,Lawyer,Low,Cat_6,75,2.0,1.0
Male,No,Yes,Artist,Low,Cat_6,43,1.0,2.0
Male,Yes,No,Entertainment,Average,Cat_4,43,1.0,3.0
Male,Yes,Yes,Executive,High,Cat_6,60,5.0,3.0
Female,Yes,Yes,Artist,Average,Cat_2,57,1.0,4.0
Female,Yes,No,Artist,Low,Cat_6,42,1.0,1.0
Male,Yes,Yes,Artist,Low,Cat_6,50,1.0,3.0
Female,Yes,Yes,Lawyer,High,Cat_6,83,0.0,2.0
Male,No,No,Healthcare,Low,Cat_3,20,1.0,2.0
Female,Yes,Yes,Marketing,Low,Cat_6,63,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,48,1.0,3.0
Female,No,No,Healthcare,Low,Cat_6,32,1.0,3.0
Female,No,No,Doctor,Low,Cat_7,22,1.0,4.0
Male,No,Yes,Healthcare,Low,Cat_3,31,1.0,1.0
Female,Yes,Yes,Artist,Low,Cat_6,65,0.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,29,1.0,4.0
Female,No,Yes,Artist,Low,Cat_6,40,6.0,1.0
Male,No,Yes,Entertainment,Low,Cat_6,35,8.0,5.0
Male,Yes,Yes,Entertainment,Low,Cat_6,27,9.0,4.0
Male,Yes,Yes,Executive,Average,Cat_6,58,1.0,5.0
Female,No,No,Engineer,Low,Cat_4,27,1.0,1.0
Female,Yes,Yes,Homemaker,Average,Cat_3,36,1.0,3.0
Female,Yes,No,Artist,Low,Cat_6,40,1.0,1.0
Female,No,Yes,Artist,Low,Cat_6,27,8.0,1.0
Male,Yes,Yes,Artist,Low,Cat_6,37,0.0,3.0
Male,No,No,Healthcare,Low,Cat_4,18,1.0,5.0
Male,Yes,No,Executive,High,Cat_4,41,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,49,1.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,75,0.0,2.0
Male,No,Yes,Entertainment,Low,Cat_3,27,8.0,4.0
Male,Yes,No,Executive,High,Cat_3,49,9.0,5.0
Male,No,No,Artist,Low,Cat_5,47,3.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,63,1.0,4.0
Female,No,Yes,Artist,Low,Cat_6,35,0.0,3.0
Female,No,Yes,Artist,Low,Cat_6,49,4.0,1.0
Male,Yes,Yes,Entertainment,Low,Cat_4,39,1.0,4.0
Male,No,No,Doctor,Low,Cat_6,23,4.0,3.0
Female,No,No,Artist,Low,Cat_4,32,1.0,6.0
Male,No,Yes,Doctor,Low,Cat_6,25,8.0,5.0
Male,Yes,Yes,Artist,Low,Cat_6,38,5.0,7.0
Male,No,Yes,Doctor,Low,Cat_4,27,1.0,6.0
Male,Yes,Yes,Artist,High,Cat_6,48,0.0,2.0
Male,No,No,Healthcare,Low,Cat_4,21,1.0,5.0
Female,No,Yes,Artist,Low,Cat_2,42,8.0,3.0
Female,No,No,Doctor,Low,Cat_4,25,1.0,4.0
Female,Yes,Yes,Artist,Low,Cat_6,42,5.0,1.0
Female,Yes,No,Lawyer,Low,Cat_6,83,1.0,1.0
Male,No,No,Executive,Low,Cat_6,25,12.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,53,0.0,1.0
Male,Yes,Yes,Doctor,Average,Cat_4,32,1.0,2.0
Male,No,Yes,Artist,Low,Cat_6,41,4.0,3.0
Female,Yes,Yes,Marketing,Average,Cat_6,58,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_4,38,5.0,3.0
Male,Yes,Yes,Engineer,Average,Cat_3,35,1.0,4.0
Female,No,Yes,Marketing,Low,Cat_6,31,0.0,1.0
Male,No,No,Healthcare,Low,Cat_4,21,1.0,4.0
Female,No,No,Healthcare,Low,Cat_4,18,7.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,43,8.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,53,1.0,2.0
Female,Yes,No,Entertainment,Average,Cat_6,42,6.0,5.0
Female,No,Yes,Healthcare,Low,Cat_6,41,9.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,55,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_3,39,1.0,4.0
Male,Yes,No,Entertainment,Average,Cat_6,27,1.0,3.0
Male,No,No,Healthcare,Low,Cat_6,31,1.0,4.0
Male,No,No,Healthcare,Low,Cat_4,30,0.0,2.0
Female,Yes,Yes,Engineer,High,Cat_6,50,4.0,3.0
Male,Yes,Yes,Artist,High,Cat_6,41,11.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,48,0.0,4.0
Male,No,No,Entertainment,Low,Cat_4,31,1.0,7.0
Female,Yes,Yes,Homemaker,Average,Cat_7,36,8.0,2.0
Female,No,No,Healthcare,Low,Cat_6,26,1.0,1.0
Male,Yes,Yes,Artist,High,Cat_6,56,0.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,77,6.0,2.0
Male,No,No,Healthcare,Low,Cat_2,21,0.0,3.0
Female,No,Yes,Artist,Low,Cat_6,25,1.0,1.0
Male,No,Yes,Artist,Low,Cat_4,26,0.0,4.0
Male,Yes,Yes,Doctor,Low,Cat_4,65,5.0,2.0
Male,No,No,Healthcare,Low,Cat_6,33,1.0,4.0
Female,No,Yes,Marketing,Low,Cat_6,28,0.0,2.0
Male,No,No,Healthcare,Low,Cat_3,27,1.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,26,1.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,73,1.0,3.0
Female,Yes,No,Doctor,Low,Cat_6,43,1.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,47,0.0,5.0
Male,No,No,Doctor,Low,Cat_6,23,1.0,5.0
Female,No,No,Artist,Low,Cat_6,28,0.0,1.0
Female,No,Yes,Healthcare,Low,Cat_2,28,1.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,49,4.0,4.0
Male,Yes,Yes,Healthcare,Average,Cat_3,27,2.0,2.0
Female,No,Yes,Entertainment,Low,Cat_6,53,1.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,43,2.0,3.0
Female,Yes,No,Engineer,Average,Cat_3,48,1.0,6.0
Female,Yes,No,Marketing,High,Cat_4,70,0.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,48,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_3,39,9.0,2.0
Male,No,No,Healthcare,Low,Cat_3,23,1.0,7.0
Male,Yes,Yes,Artist,Low,Cat_4,62,1.0,4.0
Male,No,No,Healthcare,Low,Cat_2,25,3.0,5.0
Male,No,No,Healthcare,Low,Cat_3,18,0.0,5.0
Female,No,Yes,Healthcare,Low,Cat_2,35,3.0,6.0
Female,Yes,Yes,Artist,Average,Cat_6,39,0.0,2.0
Male,Yes,No,Homemaker,Low,Cat_4,31,9.0,1.0
Male,Yes,Yes,Entertainment,Low,Cat_6,35,0.0,2.0
Male,Yes,No,Engineer,Low,Cat_6,36,0.0,1.0
Female,No,No,Artist,Low,Cat_6,30,0.0,2.0
Male,Yes,No,Healthcare,Low,Cat_6,61,1.0,3.0
Male,Yes,No,Executive,High,Cat_4,39,5.0,3.0
Male,Yes,No,Entertainment,Low,Cat_1,35,9.0,3.0
Male,No,Yes,Healthcare,Low,Cat_2,29,5.0,4.0
Female,Yes,Yes,Lawyer,High,Cat_6,76,0.0,2.0
Male,No,No,Healthcare,Low,Cat_5,33,0.0,5.0
Female,Yes,No,Engineer,Low,Cat_4,20,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,19,8.0,3.0
Female,No,Yes,Healthcare,Low,Cat_6,32,1.0,3.0
Female,Yes,Yes,Lawyer,Low,Cat_6,68,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,46,8.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_6,61,0.0,2.0
Male,No,Yes,Artist,Low,Cat_2,25,7.0,1.0
Male,No,No,Healthcare,Low,Cat_4,19,1.0,8.0
Male,Yes,Yes,Entertainment,Low,Cat_6,32,1.0,2.0
Female,No,No,Homemaker,Low,Cat_6,26,8.0,1.0
Female,Yes,Yes,Doctor,High,Cat_4,37,2.0,2.0
Female,No,Yes,Marketing,Low,Cat_6,42,1.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,48,0.0,2.0
Male,No,No,Healthcare,Low,Cat_2,22,8.0,5.0
Female,No,No,Healthcare,Low,Cat_6,20,0.0,3.0
Female,No,Yes,Healthcare,Low,Cat_1,27,3.0,4.0
Female,Yes,No,Homemaker,Average,Cat_4,40,9.0,5.0
Female,Yes,No,Artist,Average,Cat_4,42,1.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,50,1.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,56,1.0,1.0
Male,Yes,No,Lawyer,Low,Cat_4,87,1.0,1.0
